Fault Model FM3.1																					
FID	minisection	Name	ELon1	NLat1	ELon2	NLat2	CREEPS?	ABM slip rate	ABM rake	NeoKinema slip rate	NeoKinema rake	NeoKinema dip	Zeng slip rate	Zeng rake	Geologic rate (mm/yr)	Geologic lower bound (mm/yr)	Geologic upper bound (mm/yr)	Geo rake	Geo dip	Geo dip dir	
661	661.06	San Gregorio (South) 2011 CFM	-122.0390	36.5938	-122.0630	36.6436	F	1.18	180.0	1.16	180.0	75	2.28	171.4	3.00	1.00	5.00	180.0	75	61.86	
661	661.07	San Gregorio (South) 2011 CFM	-122.0630	36.6436	-122.0806	36.6896	F	0.99	180.0	1.16	180.0	75	2.28	171.4	3.00	1.00	5.00	180.0	75	61.86	
661	661.08	San Gregorio (South) 2011 CFM	-122.0806	36.6896	-122.1267	36.7653	F	1.38	180.0	1.16	180.0	75	2.28	171.4	3.00	1.00	5.00	180.0	75	61.86	
661	661.09	San Gregorio (South) 2011 CFM	-122.1267	36.7653	-122.1511	36.8098	F	1.28	180.0	1.16	180.0	75	2.28	171.4	3.00	1.00	5.00	180.0	75	61.86	
661	661.1	San Gregorio (South) 2011 CFM	-122.1511	36.8098	-122.1755	36.8594	F	1.18	180.0	1.16	180.0	75	2.28	171.4	3.00	1.00	5.00	180.0	75	61.86	
662	662.01	Sargent 2011 CFM	-121.9502	37.1394	-121.8528	37.1079	T	3.10	180.0	0.74	180.0	90	2.65	162.2	3.00	1.00	5.00	180.0	90	211.84	
662	662.02	Sargent 2011 CFM	-121.8528	37.1079	-121.7762	37.0803	T	3.09	180.0	0.74	180.0	90	2.65	162.2	3.00	1.00	5.00	180.0	90	211.84	
662	662.03	Sargent 2011 CFM	-121.7762	37.0803	-121.6803	37.0095	T	3.20	180.0	0.74	180.0	90	2.65	162.2	3.00	1.00	5.00	180.0	90	211.84	
662	662.04	Sargent 2011 CFM	-121.6803	37.0095	-121.6256	36.9796	T	3.10	180.0	0.74	180.0	90	2.65	162.2	3.00	1.00	5.00	180.0	90	211.84	
662	662.05	Sargent 2011 CFM	-121.6256	36.9796	-121.5210	36.9134	T	3.20	180.0	0.74	180.0	90	2.65	162.2	3.00	1.00	5.00	180.0	90	211.84	
662	662.06	Sargent 2011 CFM	-121.5210	36.9134	-121.4118	36.8707	T	3.11	180.0	0.74	180.0	90	2.65	162.2	3.00	1.00	5.00	180.0	90	211.84	
664	664.01	Silver Creek 2011 CFM	-121.6343	37.1736	-121.7009	37.2172	F	0.20	180.0	0.20	180.0	75	0.10	163.3	0.10	0.00	0.20	180.0	75	51.67	
664	664.02	Silver Creek 2011 CFM	-121.7009	37.2172	-121.7505	37.2717	F	0.20	180.0	0.20	180.0	75	0.10	163.3	0.10	0.00	0.20	180.0	75	51.67	
664	664.03	Silver Creek 2011 CFM	-121.7505	37.2717	-121.8991	37.3641	F	0.20	180.0	0.20	180.0	75	0.10	163.3	0.10	0.00	0.20	180.0	75	51.67	
664	664.04	Silver Creek 2011 CFM	-121.8991	37.3641	-121.9415	37.4209	F	0.20	180.0	0.20	180.0	75	0.10	163.3	0.10	0.00	0.20	180.0	75	51.67	
664	664.05	Silver Creek 2011 CFM	-121.9415	37.4209	-121.9620	37.5020	F	0.17	180.0	0.20	180.0	75	0.10	163.3	0.10	0.00	0.20	180.0	75	51.67	
665	665.01	West Napa 2011 CFM	-122.4825	38.5070	-122.3810	38.3719	F	2.92	180.0	1.05	180.0	75	1.50	-161.7	1.00	1.00	5.00	180.0	75	241.33	
665	665.02	West Napa 2011 CFM	-122.3810	38.3719	-122.3202	38.3075	F	2.92	180.0	1.05	180.0	75	1.50	-161.7	1.00	1.00	5.00	180.0	75	241.33	
665	665.03	West Napa 2011 CFM	-122.3202	38.3075	-122.2825	38.2171	F	5.61	180.0	1.05	180.0	75	1.50	-161.7	1.00	1.00	5.00	180.0	75	241.33	
665	665.04	West Napa 2011 CFM	-122.2825	38.2171	-122.2445	38.1644	F	5.72	180.0	1.05	180.0	75	1.50	-161.7	1.00	1.00	5.00	180.0	75	241.33	
666	666.01	Point Reyes 2011 CFM	-122.8430	37.9157	-122.9178	37.9468	F	0.20	90.0	0.20	46.7	53	0.11	68.2	0.10	0.00	0.20	90.0	53	49.32	
666	666.02	Point Reyes 2011 CFM	-122.9178	37.9468	-122.9380	37.9623	F	0.12	90.0	0.20	46.7	53	0.11	68.2	0.10	0.00	0.20	90.0	53	49.32	
666	666.03	Point Reyes 2011 CFM	-122.9380	37.9623	-123.0274	37.9710	F	0.20	90.0	0.20	46.7	53	0.11	68.2	0.10	0.00	0.20	90.0	53	49.32	
666	666.04	Point Reyes 2011 CFM	-123.0274	37.9710	-123.1732	38.0937	F	0.20	90.0	0.20	46.7	53	0.11	68.2	0.10	0.00	0.20	90.0	53	49.32	
666	666.05	Point Reyes 2011 CFM	-123.1732	38.0937	-123.2346	38.1844	F	0.11	90.0	0.20	46.7	53	0.11	68.2	0.10	0.00	0.20	90.0	53	49.32	
666	666.06	Point Reyes 2011 CFM	-123.2346	38.1844	-123.2776	38.3116	F	0.00	90.0	0.20	46.7	53	0.11	68.2	0.10	0.00	0.20	90.0	53	49.32	
667	667.01	Almanor 2011 CFM	-121.2548	40.4910	-121.2345	40.3850	F	2.14	-133.5	0.85	-103.8	55	2.25	-136.4	2.00	0.50	5.00	-135.0	90	252.74	
667	667.02	Almanor 2011 CFM	-121.2345	40.3850	-121.1599	40.2885	F	2.16	-135.8	0.85	-103.8	55	2.25	-136.4	2.00	0.50	5.00	-135.0	90	252.74	
667	667.03	Almanor 2011 CFM	-121.1599	40.2885	-121.1537	40.2424	F	2.17	-134.5	0.85	-103.8	55	2.25	-136.4	2.00	0.50	5.00	-135.0	90	252.74	
667	667.04	Almanor 2011 CFM	-121.1537	40.2424	-121.1290	40.2010	F	2.18	-135.3	0.85	-103.8	55	2.25	-136.4	2.00	0.50	5.00	-135.0	90	252.74	
668	668.01	Bartlett Springs 2011 CFM	-122.4994	38.9973	-122.5973	39.0900	F	6.70	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.02	Bartlett Springs 2011 CFM	-122.5973	39.0900	-122.6532	39.1518	F	6.84	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.03	Bartlett Springs 2011 CFM	-122.6532	39.1518	-122.7555	39.2159	F	6.16	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.04	Bartlett Springs 2011 CFM	-122.7555	39.2159	-122.8693	39.3501	F	6.81	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.05	Bartlett Springs 2011 CFM	-122.8693	39.3501	-122.9198	39.3977	F	6.69	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.06	Bartlett Springs 2011 CFM	-122.9198	39.3977	-122.9555	39.4664	F	6.78	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.07	Bartlett Springs 2011 CFM	-122.9555	39.4664	-123.0457	39.5835	F	6.83	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.08	Bartlett Springs 2011 CFM	-123.0457	39.5835	-123.1205	39.6500	F	6.74	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.09	Bartlett Springs 2011 CFM	-123.1205	39.6500	-123.2182	39.7033	F	6.33	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.1	Bartlett Springs 2011 CFM	-123.2182	39.7033	-123.2702	39.7484	F	6.67	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.11	Bartlett Springs 2011 CFM	-123.2702	39.7484	-123.2876	39.8055	F	6.16	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.12	Bartlett Springs 2011 CFM	-123.2876	39.8055	-123.3389	39.9001	F	6.52	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.13	Bartlett Springs 2011 CFM	-123.3389	39.9001	-123.3961	39.9630	F	6.77	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.14	Bartlett Springs 2011 CFM	-123.3961	39.9630	-123.4380	40.0303	F	6.57	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.15	Bartlett Springs 2011 CFM	-123.4380	40.0303	-123.4243	40.0772	F	3.97	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.16	Bartlett Springs 2011 CFM	-123.4243	40.0772	-123.4495	40.1710	F	5.95	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
668	668.17	Bartlett Springs 2011 CFM	-123.4495	40.1710	-123.4907	40.2073	F	7.00	180.0	4.11	180.0	90	7.54	180.0	3.00	1.00	5.00	180.0	90	58.06	
669	669.01	Battle Creek 2011 CFM	-122.5982	40.2161	-122.5220	40.2606	F	2.74	138.4	0.04	-160.9	74	0.09	69.4	0.10	0.00	0.50	90.0	74	156.04	
669	669.02	Battle Creek 2011 CFM	-122.5220	40.2606	-122.4672	40.2874	F	2.95	143.8	0.04	-160.9	74	0.09	69.4	0.10	0.00	0.50	90.0	74	156.04	
669	669.03	Battle Creek 2011 CFM	-122.4672	40.2874	-122.3947	40.3196	F	3.05	145.2	0.04	-160.9	74	0.09	69.4	0.10	0.00	0.50	90.0	74	156.04	
669	669.04	Battle Creek 2011 CFM	-122.3947	40.3196	-122.3291	40.3460	F	3.25	148.1	0.04	-160.9	74	0.09	69.4	0.10	0.00	0.50	90.0	74	156.04	
669	669.05	Battle Creek 2011 CFM	-122.3291	40.3460	-122.2017	40.3889	F	3.25	148.1	0.04	-160.9	74	0.09	69.4	0.10	0.00	0.50	90.0	74	156.04	
669	669.06	Battle Creek 2011 CFM	-122.2017	40.3889	-121.8548	40.4652	F	3.61	152.6	0.04	-160.9	74	0.09	69.4	0.10	0.00	0.50	90.0	74	156.04	
670	670.01	Casmalia 2011 CFM	-120.7613	34.9836	-120.6993	34.9586	F	0.24	90.0	0.37	91.6	20	0.25	71.6	0.25	0.10	0.50	90.0	75	213.13	
670	670.02	Casmalia 2011 CFM	-120.6993	34.9586	-120.6089	34.9300	F	0.23	90.0	0.37	91.6	20	0.25	71.6	0.25	0.10	0.50	90.0	75	213.13	
670	670.03	Casmalia 2011 CFM	-120.6089	34.9300	-120.4940	34.8601	F	0.24	90.0	0.37	91.6	20	0.25	71.6	0.25	0.10	0.50	90.0	75	213.13	
670	670.04	Casmalia 2011 CFM	-120.4940	34.8601	-120.3968	34.8440	F	0.22	90.0	0.37	91.6	20	0.25	71.6	0.25	0.10	0.50	90.0	75	213.13	
670	670.05	Casmalia 2011 CFM	-120.3968	34.8440	-120.3432	34.7587	F	0.25	90.0	0.37	91.6	20	0.25	71.6	0.25	0.10	0.50	90.0	75	213.13	
671	671.01	East Huasna 2011 CFM	-120.0110	34.7858	-120.1018	34.8345	F	0.00	180.0	0.04	180.0	90	0.10	163.3	0.01	0.00	0.20	180.0	90	52.72	
671	671.02	East Huasna 2011 CFM	-120.1018	34.8345	-120.1628	34.9351	F	0.01	180.0	0.04	180.0	90	0.10	163.3	0.01	0.00	0.20	180.0	90	52.72	
671	671.03	East Huasna 2011 CFM	-120.1628	34.9351	-120.2058	34.9834	F	0.00	180.0	0.04	180.0	90	0.10	163.3	0.01	0.00	0.20	180.0	90	52.72	
671	671.04	East Huasna 2011 CFM	-120.2058	34.9834	-120.2721	35.0642	F	0.00	180.0	0.04	180.0	90	0.10	163.3	0.01	0.00	0.20	180.0	90	52.72	
671	671.05	East Huasna 2011 CFM	-120.2721	35.0642	-120.3181	35.1367	F	0.00	180.0	0.04	180.0	90	0.10	163.3	0.01	0.00	0.20	180.0	90	52.72	
671	671.06	East Huasna 2011 CFM	-120.3181	35.1367	-120.3892	35.2502	F	0.00	180.0	0.04	180.0	90	0.10	163.3	0.01	0.00	0.20	180.0	90	52.72	
671	671.07	East Huasna 2011 CFM	-120.3892	35.2502	-120.4920	35.3006	F	0.08	0.0	0.04	180.0	90	0.10	163.3	0.01	0.00	0.20	180.0	90	52.72	
672	672.01	Eaton Roughs 2011 CFM	-123.3067	39.9988	-123.3184	40.0557	F	0.45	180.0	4.93	180.0	90	3.38	180.0	0.39	0.20	1.00	180.0	90	60.42	
672	672.02	Eaton Roughs 2011 CFM	-123.3184	40.0557	-123.3686	40.1267	F	0.51	180.0	4.93	180.0	90	3.38	180.0	0.39	0.20	1.00	180.0	90	60.42	
672	672.03	Eaton Roughs 2011 CFM	-123.3686	40.1267	-123.4105	40.2131	F	0.51	180.0	4.93	180.0	90	3.38	180.0	0.39	0.20	1.00	180.0	90	60.42	
672	672.04	Eaton Roughs 2011 CFM	-123.4105	40.2131	-123.4888	40.3071	F	0.56	180.0	4.93	180.0	90	3.38	180.0	0.39	0.20	1.00	180.0	90	60.42	
672	672.05	Eaton Roughs 2011 CFM	-123.4888	40.3071	-123.5567	40.3649	F	5.01	174.8	4.93	180.0	90	3.38	180.0	0.39	0.20	1.00	180.0	90	60.42	
672	672.06	Eaton Roughs 2011 CFM	-123.5567	40.3649	-123.5845	40.4185	F	5.02	-172.2	4.93	180.0	90	3.38	180.0	0.39	0.20	1.00	180.0	90	60.42	
672	672.07	Eaton Roughs 2011 CFM	-123.5845	40.4185	-123.6808	40.5205	F	5.08	169.5	4.93	180.0	90	3.38	180.0	0.39	0.20	1.00	180.0	90	60.42	
672	672.08	Eaton Roughs 2011 CFM	-123.6808	40.5205	-123.7189	40.5696	F	5.25	168.1	4.93	180.0	90	3.38	180.0	0.39	0.20	1.00	180.0	90	60.42	
672	672.09	Eaton Roughs 2011 CFM	-123.7189	40.5696	-123.8309	40.6771	F	5.41	155.5	4.93	180.0	90	3.38	180.0	0.39	0.20	1.00	180.0	90	60.42	
672	672.1	Eaton Roughs 2011 CFM	-123.8309	40.6771	-123.8734	40.7539	F	5.84	163.6	4.93	180.0	90	3.38	180.0	0.39	0.20	1.00	180.0	90	60.42	
677	677.01	Hunting Creek - Bartlett Sprin	-122.3642	38.6814	-122.3869	38.7829	F	7.16	180.0	4.74	180.0	90	8.61	180.0	3.00	1.00	5.00	180.0	90	71.53	
677	677.02	Hunting Creek - Bartlett Sprin	-122.3869	38.7829	-122.3842	38.8359	F	6.84	180.0	4.74	180.0	90	8.61	180.0	3.00	1.00	5.00	180.0	90	71.53	
677	677.03	Hunting Creek - Bartlett Sprin	-122.3842	38.8359	-122.4062	38.8840	F	7.20	180.0	4.74	180.0	90	8.61	180.0	3.00	1.00	5.00	180.0	90	71.53	
677	677.04	Hunting Creek - Bartlett Sprin	-122.4062	38.8840	-122.4554	38.9412	F	6.94	180.0	4.74	180.0	90	8.61	180.0	3.00	1.00	5.00	180.0	90	71.53	
677	677.05	Hunting Creek - Bartlett Sprin	-122.4554	38.9412	-122.4999	38.9973	F	6.94	180.0	4.74	180.0	90	8.61	180.0	3.00	1.00	5.00	180.0	90	71.53	
678	678.01	Incline Village 2011 CFM	-119.9985	39.1240	-119.9662	39.1803	F	0.32	-90.0	0.28	-84.4	50	0.31	-71.0	0.30	0.20	0.40	-90.0	50	106.96	
678	678.02	Incline Village 2011 CFM	-119.9662	39.1803	-119.9610	39.2565	F	0.33	-90.0	0.28	-84.4	50	0.31	-71.0	0.30	0.20	0.40	-90.0	50	106.96	
678	678.03	Incline Village 2011 CFM	-119.9610	39.2565	-119.9312	39.2949	F	0.31	-90.0	0.28	-84.4	50	0.31	-71.0	0.30	0.20	0.40	-90.0	50	106.96	
679	679.01	Keddie Ridge 2011 CFM	-120.8467	40.0910	-120.9087	40.1672	F	2.65	180.0	1.37	-156.0	55	0.10	-135.0	0.01	0.00	0.20	-135.0	90	42.26	
679	679.02	Keddie Ridge 2011 CFM	-120.9087	40.1672	-121.0352	40.2247	F	3.07	180.0	1.37	-156.0	55	0.10	-135.0	0.01	0.00	0.20	-135.0	90	42.26	
679	679.03	Keddie Ridge 2011 CFM	-121.0352	40.2247	-121.1073	40.2714	F	0.03	180.0	1.37	-156.0	55	0.10	-135.0	0.01	0.00	0.20	-135.0	90	42.26	
680	680.01	King Range 2011 CFM	-124.3466	40.2402	-124.2671	40.2178	F	0.00	90.0	1.51	106.5	29	0.01	90.0	0.01	0.00	0.20	90.0	29	219.97	
680	680.02	King Range 2011 CFM	-124.2671	40.2178	-124.0764	40.1469	F	0.00	90.0	1.51	106.5	29	0.01	90.0	0.01	0.00	0.20	90.0	29	219.97	
680	680.03	King Range 2011 CFM	-124.0764	40.1469	-123.9895	40.0104	F	0.04	90.0	1.51	106.5	29	0.01	90.0	0.01	0.00	0.20	90.0	29	219.97	
681	681.01	Lions Head 2011 CFM	-120.1027	34.6492	-120.1716	34.6689	F	0.00	90.0	0.05	87.7	20	0.02	63.4	0.02	0.00	0.20	90.0	75	25.25	
681	681.02	Lions Head 2011 CFM	-120.1716	34.6689	-120.2204	34.6966	F	0.00	90.0	0.05	87.7	20	0.02	63.4	0.02	0.00	0.20	90.0	75	25.25	
681	681.03	Lions Head 2011 CFM	-120.2204	34.6966	-120.3027	34.7056	F	0.00	90.0	0.05	87.7	20	0.02	63.4	0.02	0.00	0.20	90.0	75	25.25	
681	681.04	Lions Head 2011 CFM	-120.3027	34.7056	-120.4330	34.7273	F	0.00	90.0	0.05	87.7	20	0.02	63.4	0.02	0.00	0.20	90.0	75	25.25	
681	681.05	Lions Head 2011 CFM	-120.4330	34.7273	-120.5719	34.8482	F	0.00	90.0	0.05	87.7	20	0.02	63.4	0.02	0.00	0.20	90.0	75	25.25	
681	681.06	Lions Head 2011 CFM	-120.5719	34.8482	-120.6313	34.8734	F	0.00	90.0	0.05	87.7	20	0.02	63.4	0.02	0.00	0.20	90.0	75	25.25	
681	681.07	Lions Head 2011 CFM	-120.6313	34.8734	-120.7259	34.8887	F	0.00	90.0	0.05	87.7	20	0.02	63.4	0.02	0.00	0.20	90.0	75	25.25	
683	683.01	Los Alamos 2011 CFM	-120.3378	34.7569	-120.2099	34.7267	F	0.39	90.0	1.08	87.7	30	0.40	108.9	0.39	0.20	1.00	90.0	30	209.95	
683	683.02	Los Alamos 2011 CFM	-120.2099	34.7267	-120.1352	34.6791	F	0.39	90.0	1.08	87.7	30	0.40	108.9	0.39	0.20	1.00	90.0	30	209.95	
683	683.03	Los Alamos 2011 CFM	-120.1352	34.6791	-120.0900	34.6392	F	0.39	90.0	1.08	87.7	30	0.40	108.9	0.39	0.20	1.00	90.0	30	209.95	
686	686.01	Mohawk Valley 2011 CFM	-120.3687	39.4902	-120.3981	39.5592	F	2.75	180.0	0.59	180.0	90	0.49	-162.3	0.39	0.20	1.00	180.0	90	58.52	
686	686.02	Mohawk Valley 2011 CFM	-120.3981	39.5592	-120.4532	39.6387	F	2.75	180.0	0.59	180.0	90	0.49	-162.3	0.39	0.20	1.00	180.0	90	58.52	
686	686.03	Mohawk Valley 2011 CFM	-120.4532	39.6387	-120.5177	39.6809	F	2.76	180.0	0.59	180.0	90	0.49	-162.3	0.39	0.20	1.00	180.0	90	58.52	
686	686.04	Mohawk Valley 2011 CFM	-120.5177	39.6809	-120.6172	39.7427	F	2.76	180.0	0.59	180.0	90	0.49	-162.3	0.39	0.20	1.00	180.0	90	58.52	
686	686.05	Mohawk Valley 2011 CFM	-120.6172	39.7427	-120.7554	39.9735	F	2.48	180.0	0.59	180.0	90	0.49	-162.3	0.39	0.20	1.00	180.0	90	58.52	
687	687.01	North Tahoe 2011 CFM	-120.0445	39.1102	-120.0500	39.1480	F	1.00	-90.0	0.60	-90.0	50	0.58	-90.0	0.50	0.20	1.00	-90.0	50	106.96	
687	687.02	North Tahoe 2011 CFM	-120.0500	39.1480	-119.9943	39.2169	F	1.00	-90.0	0.60	-90.0	50	0.58	-90.0	0.50	0.20	1.00	-90.0	50	106.96	
687	687.03	North Tahoe 2011 CFM	-119.9943	39.2169	-119.9601	39.3243	F	1.08	-90.0	0.60	-90.0	50	0.58	-90.0	1.04	0.50	2.50	-90.0	50	106.96	
688	688.01	Pittville 2011 CFM	-121.4036	41.1994	-121.3357	41.1138	F	0.36	-90.0	0.38	-88.1	60	0.37	-108.9	0.39	0.20	1.00	-90.0	60	254.42	
688	688.02	Pittville 2011 CFM	-121.3357	41.1138	-121.2875	41.0358	F	0.36	-90.0	0.38	-88.1	60	0.37	-108.9	0.39	0.20	1.00	-90.0	60	254.42	
688	688.03	Pittville 2011 CFM	-121.2875	41.0358	-121.2702	40.9695	F	0.38	-90.0	0.38	-88.1	60	0.37	-108.9	0.39	0.20	1.00	-90.0	60	254.42	
688	688.04	Pittville 2011 CFM	-121.2702	40.9695	-121.2895	40.8898	F	0.38	-90.0	0.38	-88.1	60	0.37	-108.9	0.39	0.20	1.00	-90.0	60	254.42	
689	689.01	Rocky Ledge 2011 CFM	-121.6423	40.9838	-121.6154	40.9106	F	0.10	-90.0	0.95	-81.9	60	0.10	-106.7	0.10	0.00	0.20	-90.0	60	265.1	
689	689.02	Rocky Ledge 2011 CFM	-121.6154	40.9106	-121.6267	40.8460	F	0.11	-90.0	0.95	-81.9	60	0.10	-106.7	0.10	0.00	0.20	-90.0	60	265.1	
690	690.01	Russ 2011 CFM	-123.7789	40.2722	-123.8655	40.3421	F	0.14	162.9	4.28	128.2	71	0.10	135.0	0.01	0.00	0.20	135.0	71	34.86	
690	690.02	Russ 2011 CFM	-123.8655	40.3421	-123.8936	40.3847	F	0.09	165.2	4.28	128.2	71	0.10	135.0	0.01	0.00	0.20	135.0	71	34.86	
690	690.03	Russ 2011 CFM	-123.8936	40.3847	-124.1076	40.4763	F	0.20	135.0	4.28	128.2	71	0.10	135.0	0.01	0.00	0.20	135.0	71	34.86	
690	690.04	Russ 2011 CFM	-124.1076	40.4763	-124.2475	40.5164	F	0.19	133.4	4.28	128.2	71	0.10	135.0	0.01	0.00	0.20	135.0	71	34.86	
690	690.05	Russ 2011 CFM	-124.2475	40.5164	-124.3529	40.5096	F	0.14	90.0	4.28	128.2	71	0.10	135.0	0.01	0.00	0.20	135.0	71	34.86	
690	690.06	Russ 2011 CFM	-124.3529	40.5096	-124.4525	40.5857	F	0.14	173.4	4.28	128.2	71	0.10	135.0	0.01	0.00	0.20	135.0	71	34.86	
690	690.07	Russ 2011 CFM	-124.4525	40.5857	-124.4867	40.6450	F	0.13	180.0	4.28	128.2	71	0.10	135.0	0.01	0.00	0.20	135.0	71	34.86	
690	690.08	Russ 2011 CFM	-124.4867	40.6450	-124.5625	40.6834	F	0.16	136.6	4.28	128.2	71	0.10	135.0	0.01	0.00	0.20	135.0	71	34.86	
691	691.01	San Luis Range 2011 CFM	-120.0901	34.7730	-120.1900	34.8108	F	0.00	90.0	0.14	84.5	52	0.25	71.6	0.01	0.00	0.20	90.0	52	37.17	
691	691.02	San Luis Range 2011 CFM	-120.1900	34.8108	-120.3153	34.9142	F	0.00	90.0	0.14	84.5	52	0.25	71.6	0.01	0.00	0.20	90.0	52	37.17	
691	691.03	San Luis Range 2011 CFM	-120.3153	34.9142	-120.3696	34.9547	F	0.00	90.0	0.14	84.5	52	0.25	71.6	0.01	0.00	0.20	90.0	52	37.17	
691	691.04	San Luis Range 2011 CFM	-120.3696	34.9547	-120.4414	34.9975	F	0.00	90.0	0.14	84.5	52	0.25	71.6	0.01	0.00	0.20	90.0	52	37.17	
691	691.05	San Luis Range 2011 CFM	-120.4414	34.9975	-120.5146	35.0730	F	0.00	90.0	0.14	84.5	52	0.25	71.6	0.01	0.00	0.20	90.0	52	37.17	
691	691.06	San Luis Range 2011 CFM	-120.5146	35.0730	-120.5668	35.1116	F	0.00	90.0	0.14	84.5	52	0.25	71.6	0.01	0.00	0.20	90.0	52	37.17	
691	691.07	San Luis Range 2011 CFM	-120.5668	35.1116	-120.6405	35.1416	F	0.00	90.0	0.14	84.5	52	0.25	71.6	0.01	0.00	0.20	90.0	52	37.17	
691	691.08	San Luis Range 2011 CFM	-120.6405	35.1416	-120.7721	35.1938	F	0.00	90.0	0.14	84.5	52	0.25	71.6	0.01	0.00	0.20	90.0	52	37.17	
692	692.01	San Luis Range - Oceano 2011 C	-120.4916	34.9914	-120.5591	35.0532	F	0.03	90.0	0.13	86.6	45	0.10	73.3	0.10	0.00	0.20	90.0	45	43.32	
692	692.02	San Luis Range - Oceano 2011 C	-120.5591	35.0532	-120.6099	35.0853	F	0.02	90.0	0.13	86.6	45	0.10	73.3	0.10	0.00	0.20	90.0	45	43.32	
692	692.03	San Luis Range - Oceano 2011 C	-120.6099	35.0853	-120.6593	35.1206	F	0.03	90.0	0.13	86.6	45	0.10	73.3	0.10	0.00	0.20	90.0	45	43.32	
693	693.01	San Luis Range - Pecho 2011 CF	-120.6887	35.0390	-120.7365	35.1044	F	0.00	90.0	0.13	76.7	20	0.02	63.4	0.02	0.00	0.20	90.0	90	42.62	
693	693.02	San Luis Range - Pecho 2011 CF	-120.7365	35.1044	-120.8062	35.1401	F	0.00	90.0	0.13	76.7	20	0.02	63.4	0.02	0.00	0.20	90.0	90	42.62	
693	693.03	San Luis Range - Pecho 2011 CF	-120.8062	35.1401	-120.8916	35.1915	F	0.00	90.0	0.13	76.7	20	0.02	63.4	0.02	0.00	0.20	90.0	90	42.62	
694	694.01	Skinner Flat 2011 CFM	-120.9681	40.0885	-121.0406	40.1152	F	0.04	180.0	0.35	-135.6	55	0.10	-135.0	0.01	0.00	0.20	-135.0	90	36.53	
694	694.02	Skinner Flat 2011 CFM	-121.0406	40.1152	-121.0808	40.1523	F	0.02	180.0	0.35	-135.6	55	0.10	-135.0	0.01	0.00	0.20	-135.0	90	36.53	
695	695.01	Swain Ravine - Spenceville	-120.9299	38.7175	-121.2106	38.9924	F	0.00	0.0	0.33	-90.9	60	0.01	-90.0	0.01	0.00	0.20	-90.0	60	63.22	
695	695.02	Swain Ravine - Spenceville	-121.2106	38.9924	-121.2658	39.0695	F	0.00	0.0	0.33	-90.9	60	0.01	-90.0	0.01	0.00	0.20	-90.0	60	63.22	
695	695.03	Swain Ravine - Spenceville	-121.2658	39.0695	-121.3198	39.1873	F	0.00	0.0	0.33	-90.9	60	0.01	-90.0	0.01	0.00	0.20	-90.0	60	63.22	
695	695.04	Swain Ravine - Spenceville	-121.3198	39.1873	-121.3505	39.2391	F	0.00	0.0	0.33	-90.9	60	0.01	-90.0	0.01	0.00	0.20	-90.0	60	63.22	
695	695.05	Swain Ravine - Spenceville	-121.3505	39.2391	-121.4312	39.3944	F	0.00	0.0	0.33	-90.9	60	0.01	-90.0	0.01	0.00	0.20	-90.0	60	63.22	
695	695.06	Swain Ravine - Spenceville	-121.4312	39.3944	-121.4634	39.5317	F	0.00	0.0	0.33	-90.9	60	0.01	-90.0	0.01	0.00	0.20	-90.0	60	63.22	
696	696.01	Walker Spring 2011 CFM	-121.0211	40.2288	-121.0352	40.2887	F	1.27	180.0	0.57	-118.3	55	0.02	-90.0	0.01	0.00	0.20	-90.0	90	79.26	
696	696.02	Walker Spring 2011 CFM	-121.0352	40.2887	-121.0677	40.3330	F	2.53	180.0	0.57	-118.3	55	0.02	-90.0	0.01	0.00	0.20	-90.0	90	79.26	
696	696.03	Walker Spring 2011 CFM	-121.0677	40.3330	-121.0669	40.4218	F	0.00	0.0	0.57	-118.3	55	0.02	-90.0	0.01	0.00	0.20	-90.0	90	79.26	
