U3_Fault_Section				U3 Average Slip Rates (mm/yr)								U3 Average Aseismicity Factors								U3 Average Coupling Coefficient								U2 Fault Section			U2 Slip Rate (mm/yr)						U3 Creep	
U3_Section_Name	U3 Sect ID	Length (km)	Orig Area (km-sq)	FM3pt1_Zeng	FM3pt1_NeoKinema	FM3pt1_Geologic	FM3pt1_ABM	FM3pt2_Zeng	FM3pt2_NeoKinema	FM3pt2_Geologic	FM3pt2_ABM	FM3pt1_Zeng	FM3pt1_NeoKinema	FM3pt1_Geologic	FM3pt1_ABM	FM3pt2_Zeng	FM3pt2_NeoKinema	FM3pt2_Geologic	FM3pt2_ABM	FM3pt1_Zeng	FM3pt1_NeoKinema	FM3pt1_Geologic	FM3pt1_ABM	FM3pt2_Zeng	FM3pt2_NeoKinema	FM3pt2_Geologic	FM3pt2_ABM	U2 Section Name	Length (km)	Orig Area (km-sq)	DM2pt1	DM2pt2	DM2pt3	DM2pt4	DM2pt5	DM2pt6	Aseis	coupCoeff
Red_Pass	161	25.53	298.69	2.00E-02	5.47E-01	1.00E-02	2.05E-02	2.00E-02	5.91E-01	1.00E-02	2.05E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Redondo_Canyon_alt_1	232	12.68	168.62	4.11E-01	8.59E-01	3.90E-01	3.67E-17	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
Reliz_2011_CFM	649	127.40	1637.46	4.24E-01	1.52E-01	3.90E-01	3.93E-01	4.00E-01	2.00E-02	3.90E-01	3.93E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Richfield	205	6.24	138.25	1.00E-02	1.62E-01	1.00E-02	3.59E-10	1.00E-02	1.27E+00	1.00E-02	3.59E-10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Rinconada_2011_CFM	650	122.76	1053.70	3.38E-01	4.84E-01	3.90E-01	2.26E-01	3.48E-01	4.94E-01	3.90E-01	2.26E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Rinconada	190.92	1909.19	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Robinson_Creek	38	16.69	283.23	6.14E-01	6.99E-01	5.00E-01	5.28E-01	6.14E-01	7.04E-01	5.00E-01	5.28E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Robinson Creek	16.69	283.23	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	0.00	1.00
Rocky_Ledge_2011_CFM	689	15.69	163.05	1.04E-01	9.52E-01	1.00E-01	1.06E-01	1.04E-01	9.36E-01	1.00E-01	1.06E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Rodgers_Creek_-_Healdsburg_2011_CFM	651	82.35	1014.16	6.73E+00	4.94E+00	7.10E+00	6.92E+00	6.74E+00	4.95E+00	7.10E+00	6.92E+00	0.11	0.37	0.11	0.11	0.11	0.37	0.11	0.11	1.00	0.87	1.00	1.00	1.00	0.87	1.00	1.00	Rodgers Creek	62.41	748.92	9.00E+00	9.00E+00	9.00E+00	9.00E+00	9.00E+00	9.00E+00	0.02	1.00
Rose_Canyon	123	75.17	578.83	1.73E+00	1.18E+00	2.00E+00	1.40E+00	1.76E+00	1.02E+00	2.00E+00	1.40E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Rose Canyon	69.93	538.47	1.50E+00	1.50E+00	1.50E+00	1.50E+00	1.50E+00	1.50E+00	0.00	1.00
Round_Valley	42	43.33	735.27	6.99E-01	7.22E-01	6.00E-01	2.74E+00	6.99E-01	7.25E-01	6.00E-01	2.74E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Round Valley	43.33	735.27	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Russ_2011_CFM	690	85.18	1801.84	9.90E-02	4.28E+00	2.70E-01	1.61E-01	9.90E-02	4.43E+00	2.70E-01	1.61E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Andreas_(Big_Bend)	287	49.77	751.58	2.27E+01	1.92E+01	3.40E+01	1.95E+01	2.23E+01	1.92E+01	3.40E+01	1.95E+01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (Big Bend)	49.77	751.58	3.40E+01	3.40E+01	3.40E+01	3.40E+01	3.40E+01	3.40E+01	0.00	1.00
San_Andreas_(Carrizo)_rev	300	59.07	891.91	2.55E+01	3.21E+01	3.40E+01	2.81E+01	2.52E+01	3.19E+01	3.40E+01	2.81E+01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (Carrizo) rev	59.07	891.91	3.40E+01	3.40E+01	3.40E+01	3.40E+01	3.40E+01	3.40E+01	0.00	1.00
San_Andreas_(Cholame)_rev	285	62.56	750.74	2.72E+01	2.54E+01	3.40E+01	2.84E+01	2.69E+01	2.49E+01	3.40E+01	2.84E+01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (Cholame) rev	62.56	750.74	3.40E+01	3.40E+01	3.40E+01	3.40E+01	3.40E+01	3.40E+01	0.00	1.00
San_Andreas_(Coachella)_rev	295	69.46	771.02	1.98E+01	1.65E+01	2.00E+01	1.95E+01	1.98E+01	1.72E+01	2.00E+01	1.95E+01	0.03	0.05	0.03	0.03	0.03	0.05	0.03	0.03	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (Coachella) rev	69.46	771.02	2.00E+01	1.60E+01	2.40E+01	2.00E+01	1.60E+01	2.40E+01	0.10	1.00
San_Andreas_(Creeping_Section)_2011_CFM	658	121.33	1455.92	2.73E+01	2.62E+01	3.40E+01	2.38E+01	2.73E+01	2.64E+01	3.40E+01	2.38E+01	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.78	0.72	0.72	0.72	0.72	0.72	0.72	0.72	0.72	San Andreas (Creeping Segment)	null	null	null	null	null	null	null	null	null	null
San_Andreas_(Mojave_N)	286	36.88	556.88	2.22E+01	2.58E+01	3.25E+01	1.83E+01	2.18E+01	2.58E+01	3.25E+01	1.83E+01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (Mojave N)	36.88	556.88	2.70E+01	2.70E+01	2.70E+01	2.70E+01	2.70E+01	2.70E+01	0.00	1.00
San_Andreas_(Mojave_S)	301	97.71	1279.96	2.01E+01	2.73E+01	3.25E+01	1.85E+01	1.97E+01	2.72E+01	3.25E+01	1.85E+01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (Mojave S)	97.71	1279.96	2.90E+01	2.90E+01	2.90E+01	2.90E+01	2.90E+01	2.90E+01	0.00	1.00
San_Andreas_(North_Branch_Mill_Creek)	294	106.01	1988.47	1.71E+00	1.92E+00	2.00E+00	2.00E+00	1.74E+00	1.94E+00	2.00E+00	2.00E+00	0.15	0.13	0.11	0.11	0.14	0.13	0.11	0.11	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Andreas_(North_Coast)_2011_CFM	654	170.69	1877.62	2.25E+01	1.73E+01	2.40E+01	1.59E+01	2.25E+01	1.69E+01	2.40E+01	1.59E+01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (North Coast)	189.50	2084.52	2.40E+01	2.40E+01	2.40E+01	2.40E+01	2.40E+01	2.40E+01	0.02	1.00
San_Andreas_(Offshore)_2011_CFM	653	130.80	1438.78	2.24E+01	7.49E+00	2.40E+01	1.54E+01	2.26E+01	7.57E+00	2.40E+01	1.54E+01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (Offshore)	136.25	1498.71	2.40E+01	2.40E+01	2.40E+01	2.40E+01	2.40E+01	2.40E+01	0.02	1.00
San_Andreas_(Parkfield)	32	36.46	371.88	2.77E+01	2.79E+01	3.50E+01	2.84E+01	2.74E+01	2.79E+01	3.50E+01	2.84E+01	0.70	0.70	0.70	0.70	0.70	0.70	0.70	0.70	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (Parkfield)	36.46	371.88	3.40E+01	3.40E+01	3.40E+01	3.40E+01	3.40E+01	3.40E+01	0.79	1.00
San_Andreas_(Peninsula)_2011_CFM	655	99.68	1295.78	1.87E+01	1.14E+01	1.70E+01	1.37E+01	1.89E+01	1.22E+01	1.70E+01	1.37E+01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (Peninsula)	84.58	1099.58	1.70E+01	1.70E+01	1.70E+01	1.70E+01	1.70E+01	1.70E+01	0.02	1.00
San_Andreas_(San_Bernardino_N)	282	35.33	452.29	8.37E+00	2.19E+01	1.74E+01	9.56E+00	8.28E+00	2.18E+01	1.74E+01	9.56E+00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (San Bernardino N)	35.33	452.29	2.20E+01	1.80E+01	2.50E+01	2.20E+01	1.80E+01	2.50E+01	0.00	1.00
San_Andreas_(San_Bernardino_S)	283	43.43	555.91	1.03E+01	9.55E+00	1.30E+01	1.24E+01	1.09E+01	9.48E+00	1.30E+01	1.24E+01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (San Bernardino S)	43.43	555.91	1.60E+01	1.00E+01	1.60E+01	1.60E+01	1.00E+01	1.60E+01	0.00	1.00
San_Andreas_(San_Gorgonio_Pass-Garnet_HIll)	284	55.89	843.64	9.35E+00	8.27E+00	1.00E+01	1.85E+01	9.19E+00	8.08E+00	1.00E+01	1.85E+01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (San Gorgonio Pass-Garnet HIll)	55.89	843.64	1.00E+01	5.00E+00	1.10E+01	1.00E+01	5.00E+00	1.10E+01	0.00	1.00
San_Andreas_(Santa_Cruz_Mts)_2011_CFM	657	62.52	955.39	2.03E+01	1.47E+01	1.70E+01	1.38E+01	2.05E+01	1.88E+01	1.70E+01	1.38E+01	0.05	0.07	0.06	0.08	0.05	0.05	0.06	0.08	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Andreas (Santa Cruz Mtn)	62.16	932.34	1.70E+01	1.70E+01	1.70E+01	1.70E+01	1.70E+01	1.70E+01	0.10	1.00
San_Cayetano	80	42.06	1005.80	4.61E+00	7.08E+00	6.00E+00	5.95E+00	5.97E+00	7.01E+00	6.00E+00	5.95E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Cayetano	42.06	1005.80	6.00E+00	6.00E+00	6.00E+00	6.00E+00	6.00E+00	6.00E+00	0.00	1.00
San_Clemente	178	199.05	1792.55	3.74E+00	3.60E-01	1.80E+00	3.14E+00	3.27E+00	4.24E-01	1.80E+00	3.14E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Diego_Trough_north_alt1	774	140.54	1166.47	2.43E+00	1.38E+00	1.50E+00	1.98E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
San_Diego_Trough_south	177	156.12	1295.81	2.85E+00	2.80E+00	1.50E+00	2.10E+00	2.62E+00	2.89E+00	1.50E+00	2.10E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Gabriel	247	71.37	1199.57	4.55E-01	9.84E-01	3.90E-01	1.84E+00	4.11E-01	6.32E-01	3.90E-01	1.84E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Gabriel	71.37	1199.57	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
San_Gabriel_(Extension)	248	62.51	1050.62	1.04E-01	2.07E+00	1.00E-02	2.24E-02	1.00E-01	2.03E+00	1.00E-02	2.24E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Gorgonio_Pass	194	28.82	615.68	2.23E+00	7.11E-01	1.80E+00	1.80E+00	2.10E+00	6.48E-01	1.80E+00	1.80E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Gregorio_(North)_2011_CFM	660	129.27	1499.56	4.97E+00	4.32E+00	7.00E+00	2.05E+00	4.36E+00	4.40E+00	7.00E+00	2.05E+00	0.01	0.01	0.01	0.03	0.01	0.01	0.01	0.03	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Gregorio (No)	109.70	1316.37	7.00E+00	7.00E+00	7.00E+00	7.00E+00	7.00E+00	7.00E+00	0.10	1.00
San_Gregorio_(South)_2011_CFM	661	89.94	1080.11	2.28E+00	1.16E+00	3.00E+00	1.45E+00	2.79E+00	1.35E+00	3.00E+00	1.45E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Gregorio (So)	66.31	795.75	3.00E+00	3.00E+00	3.00E+00	3.00E+00	3.00E+00	3.00E+00	0.10	1.00
San_Jacinto_(Anza)_rev	293	46.18	775.91	1.29E+01	1.20E+01	1.40E+01	9.17E+00	1.24E+01	1.20E+01	1.40E+01	9.17E+00	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Jacinto (Anza) rev	46.18	775.91	1.80E+01	2.20E+01	1.40E+01	1.80E+01	2.20E+01	1.40E+01	0.00	1.00
San_Jacinto_(Borrego)	99	34.26	448.81	8.56E+00	5.57E+00	5.00E+00	9.28E+00	8.49E+00	6.18E+00	5.00E+00	9.28E+00	0.23	0.55	0.58	0.18	0.23	0.41	0.58	0.18	1.00	0.83	0.83	1.00	1.00	1.00	0.83	1.00	San Jacinto (Borrego)	34.26	448.81	4.00E+00	4.00E+00	4.00E+00	4.00E+00	4.00E+00	4.00E+00	0.10	1.00
San_Jacinto_(Clark)_rev	292	46.83	786.74	6.22E+00	4.91E+00	6.48E+00	4.74E+00	6.08E+00	4.21E+00	6.48E+00	4.74E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Jacinto (Clark) rev	46.83	786.74	1.40E+01	1.80E+01	1.00E+01	1.40E+01	1.80E+01	1.00E+01	0.00	1.00
San_Jacinto_(Coyote_Creek)	101	42.90	682.05	6.52E+00	8.70E+00	6.78E+00	9.44E+00	6.37E+00	9.86E+00	6.78E+00	9.44E+00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Jacinto (Coyote Creek)	42.90	682.05	4.00E+00	4.00E+00	4.00E+00	4.00E+00	4.00E+00	4.00E+00	0.00	1.00
San_Jacinto_(Lytle_Creek_connector)	901	23.06	371.29	2.19E+00	4.60E-01	2.50E+00	2.50E+00	2.31E+00	3.67E-01	2.50E+00	2.50E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Jacinto_(San_Bernardino)	119	36.99	595.51	1.31E+01	3.50E+00	9.97E+00	1.03E+01	1.29E+01	3.50E+00	9.97E+00	1.03E+01	0.04	0.19	0.04	0.04	0.04	0.19	0.04	0.04	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Jacinto (San Bernardino)	45.11	726.29	6.00E+00	1.00E+01	3.00E+00	6.00E+00	1.00E+01	3.00E+00	0.00	1.00
San_Jacinto_(San_Jacinto_Valley)_rev	289	18.48	297.46	1.49E+01	6.00E+00	1.40E+01	9.37E+00	1.46E+01	5.98E+00	1.40E+01	9.37E+00	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Jacinto (San Jacinto Valley) rev	18.48	297.46	1.80E+01	2.20E+01	1.40E+01	1.80E+01	2.20E+01	1.40E+01	0.00	1.00
San_Jacinto_(Stepovers_Combined)	401	24.73	406.82	1.49E+01	9.56E+00	1.40E+01	9.07E+00	1.46E+01	9.54E+00	1.40E+01	9.07E+00	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Jacinto (Stepovers Combined)	24.73	406.82	1.80E+01	2.20E+01	1.40E+01	1.80E+01	2.20E+01	1.40E+01	0.00	1.00
San_Jacinto_(Superstition_Mtn)	28	26.30	326.07	9.47E+00	7.39E+00	7.00E+00	9.38E+00	9.16E+00	7.33E+00	7.00E+00	9.38E+00	0.07	0.10	0.12	0.07	0.10	0.10	0.12	0.07	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Jacinto (Superstition Mtn)	26.30	326.07	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	0.00	1.00
San_Joaquin_Hills	143	27.45	730.66	6.55E-01	5.86E-01	6.00E-01	5.97E-01	6.45E-01	5.93E-01	6.00E-01	5.97E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Joaquin Hills	27.45	730.66	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	0.00	1.00
San_Jose	107	19.65	323.02	3.94E-01	3.48E-01	3.90E-01	6.61E-01	3.98E-01	2.87E-01	3.90E-01	6.61E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Jose	19.65	323.02	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	0.00	1.00
San_Juan	31	82.11	1067.47	1.04E-01	1.47E+00	1.00E-02	1.16E-02	1.00E-01	1.64E+00	1.00E-02	1.16E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	San Juan	67.77	880.95	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
San_Luis_Range_-_Oceano_2011_CFM	692	21.03	356.89	1.04E-01	1.33E-01	1.00E-01	2.76E-02	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
San_Luis_Range_-_Pecho_2011_CFM	693	25.60	307.16	2.24E-02	1.26E-01	2.00E-02	1.26E-11	2.24E-02	1.89E-01	2.00E-02	1.26E-11	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Luis_Range_2011_CFM	691	78.94	1202.05	2.53E-01	1.35E-01	2.00E-01	2.76E-09	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	San Luis Range (So Margin)	63.80	902.29	2.00E-01	2.00E-01	2.00E-01	2.00E-01	2.00E-01	2.00E-01	0.00	1.00
San_Pedro_Basin	181	68.59	789.30	1.47E+00	1.49E+00	1.50E+00	1.05E+00	1.38E+00	5.88E-01	1.50E+00	1.05E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Pedro_Escarpment	183	26.54	1361.68	3.16E-02	7.77E-01	1.00E-02	4.44E-02	2.24E-02	4.69E-01	1.00E-02	4.44E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
San_Vicente	198	8.85	149.16	1.00E-02	1.27E-01	1.00E-02	6.12E-18	1.00E-02	1.09E+00	1.00E-02	6.12E-18	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Santa_Cruz_Catalina_Ridge_alt1	775	113.80	1251.83	1.44E+00	7.98E-01	1.00E+00	2.47E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
Santa_Cruz_Island	111	69.15	919.75	7.86E-01	9.06E-01	9.00E-01	2.34E+00	7.47E-01	9.00E-01	9.00E-01	2.34E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Santa Cruz Island	69.15	919.75	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Santa_Monica_Bay	185	16.92	776.85	2.00E-02	3.19E-01	1.00E-02	3.83E-03	2.00E-02	1.96E-01	1.00E-02	3.83E-03	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Santa_Monica_alt_1	226	14.44	267.60	1.03E+00	1.51E+00	1.00E+00	2.44E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	"Santa Monica, alt 1"	14.44	267.60	1.00E+00	1.00E+00	1.00E+00	null	null	null	0.00	1.00
Santa_Rosa_Island	110	57.57	500.90	8.67E-01	2.38E-01	1.50E+00	1.80E+00	7.28E-01	2.14E-01	1.50E+00	1.80E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Santa Rosa Island	57.57	500.90	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Santa_Susana_East_(connector)	778	8.36	166.26	4.13E+00	5.70E-01	6.00E+00	5.95E+00	4.78E+00	6.20E-01	6.00E+00	5.95E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Santa_Susana_alt_1	227	27.19	541.08	4.29E+00	4.15E+00	6.00E+00	6.02E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	"Santa Susana, alt 1"	27.19	541.08	5.00E+00	5.00E+00	5.00E+00	null	null	null	0.00	1.00
Santa_Ynez_(East)	79	68.41	968.21	1.61E+00	1.24E+00	2.00E+00	2.36E+00	1.73E+00	1.93E+00	2.00E+00	2.36E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Santa Ynez (East)	68.41	968.21	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	0.00	1.00
Santa_Ynez_(West)	77	79.64	779.66	2.26E+00	1.00E+00	2.00E+00	2.40E+00	2.24E+00	1.10E+00	2.00E+00	2.40E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Santa Ynez (West)	63.47	621.43	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	0.00	1.00
Santa_Ynez_River	781	72.82	929.86	3.44E-01	7.73E-01	3.90E-01	4.61E-01	3.50E-01	8.84E-01	3.90E-01	4.61E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Sargent_2011_CFM	662	56.91	682.97	2.65E+00	7.44E-01	3.00E+00	3.14E+00	2.78E+00	2.62E-01	3.00E+00	3.14E+00	0.56	0.79	0.53	0.43	0.56	0.90	0.53	0.43	0.75	0.60	1.00	1.00	0.80	0.50	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Scodie_Lineament	209	14.08	89.59	1.00E-02	4.10E-02	1.00E-02	1.57E+00	1.00E-01	3.70E-02	1.00E-02	1.57E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Sheephole	885	15.14	196.78	1.00E-02	8.80E-02	1.00E-02	2.21E+00	1.00E-02	1.17E-01	1.00E-02	2.21E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Shoreline	547	22.56	270.77	8.54E-02	3.01E-01	1.00E-01	8.43E-02	8.54E-02	4.45E-01	1.00E-01	8.43E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Sierra_Madre	114	56.96	1012.74	2.24E+00	7.33E-01	2.00E+00	2.39E+00	2.17E+00	7.15E-01	2.00E+00	2.39E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Sierra Madre	56.96	1012.74	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	0.00	1.00
